[000000] Main INICIO

[000000] criando 133 tarefas...
Progresso 4017000/5236609 [Task 35]
Progresso 4018000/5236609 [Task 104]
Progresso 4019000/5236609 [Task 40]
Progresso 4020000/5236609 [Task 109]
Progresso 4021000/5236609 [Task 45]
Progresso 4022000/5236609 [Task 114]
Progresso 4023000/5236609 [Task 50]
Progresso 4024000/5236609 [Task 119]
Progresso 4025000/5236609 [Task 55]
Progresso 4026000/5236609 [Task 124]
Progresso 4027000/5236609 [Task 60]
Progresso 4028000/5236609 [Task 129]
Progresso 4029000/5236609 [Task 65]
Progresso 4030000/5236609 [Task 134]
Progresso 4031000/5236609 [Task 70]
Progresso 4032000/5236609 [Task 6]
Progresso 4033000/5236609 [Task 75]
Progresso 4034000/5236609 [Task 11]
Progresso 4035000/5236609 [Task 80]
Progresso 4036000/5236609 [Task 16]
Progresso 4037000/5236609 [Task 85]
Progresso 4038000/5236609 [Task 21]
Progresso 4039000/5236609 [Task 90]
Progresso 4040000/5236609 [Task 26]
Progresso 4041000/5236609 [Task 95]
Progresso 4042000/5236609 [Task 31]
Progresso 4043000/5236609 [Task 100]
Progresso 4044000/5236609 [Task 36]
Progresso 4045000/5236609 [Task 105]
Progresso 4046000/5236609 [Task 41]
Progresso 4047000/5236609 [Task 110]
Progresso 4048000/5236609 [Task 46]
Progresso 4049000/5236609 [Task 115]
Progresso 4050000/5236609 [Task 51]
Progresso 4051000/5236609 [Task 120]
Progresso 4052000/5236609 [Task 56]
Progresso 4053000/5236609 [Task 125]
Progresso 4054000/5236609 [Task 61]
Progresso 4055000/5236609 [Task 130]
Progresso 4056000/5236609 [Task 66]
Progresso 4057000/5236609 [Task 2]
Progresso 4058000/5236609 [Task 71]
Progresso 4059000/5236609 [Task 7]
Progresso 4060000/5236609 [Task 76]
Progresso 4061000/5236609 [Task 12]
Progresso 4062000/5236609 [Task 81]
Progresso 4063000/5236609 [Task 17]
Progresso 4064000/5236609 [Task 86]
Progresso 4065000/5236609 [Task 22]
Progresso 4066000/5236609 [Task 91]
Progresso 4067000/5236609 [Task 27]
Progresso 4068000/5236609 [Task 96]
Progresso 4069000/5236609 [Task 32]
Progresso 4070000/5236609 [Task 101]
Progresso 4071000/5236609 [Task 37]
Progresso 4072000/5236609 [Task 106]
Progresso 4073000/5236609 [Task 42]
Progresso 4074000/5236609 [Task 111]
Progresso 4075000/5236609 [Task 47]
Progresso 4076000/5236609 [Task 116]
Progresso 4077000/5236609 [Task 52]
Progresso 4078000/5236609 [Task 121]
Progresso 4079000/5236609 [Task 57]
Progresso 4080000/5236609 [Task 126]
Progresso 4081000/5236609 [Task 62]
Progresso 4082000/5236609 [Task 131]
Progresso 4083000/5236609 [Task 67]
Progresso 4084000/5236609 [Task 3]
Progresso 4085000/5236609 [Task 72]
Progresso 4086000/5236609 [Task 8]
Progresso 4087000/5236609 [Task 77]
Progresso 4088000/5236609 [Task 13]
Progresso 4089000/5236609 [Task 82]
Progresso 4090000/5236609 [Task 18]
Progresso 4091000/5236609 [Task 87]
Progresso 4092000/5236609 [Task 23]
Progresso 4093000/5236609 [Task 92]
Progresso 4094000/5236609 [Task 28]
Progresso 4095000/5236609 [Task 97]
Progresso 4096000/5236609 [Task 33]
Progresso 4097000/5236609 [Task 102]
Progresso 4098000/5236609 [Task 38]
Progresso 4099000/5236609 [Task 107]
Progresso 4100000/5236609 [Task 43]
Progresso 4101000/5236609 [Task 112]
Progresso 4102000/5236609 [Task 48]
Progresso 4103000/5236609 [Task 117]
Progresso 4104000/5236609 [Task 53]
Progresso 4105000/5236609 [Task 122]
Progresso 4106000/5236609 [Task 58]
Progresso 4107000/5236609 [Task 127]
Progresso 4108000/5236609 [Task 63]
Progresso 4109000/5236609 [Task 132]
Progresso 4110000/5236609 [Task 68]
Progresso 4111000/5236609 [Task 4]
Progresso 4112000/5236609 [Task 73]
Progresso 4113000/5236609 [Task 9]
Progresso 4114000/5236609 [Task 78]
Progresso 4115000/5236609 [Task 14]
Progresso 4116000/5236609 [Task 83]
Progresso 4117000/5236609 [Task 19]
Progresso 4118000/5236609 [Task 88]
Progresso 4119000/5236609 [Task 24]
Progresso 4120000/5236609 [Task 93]
Progresso 4121000/5236609 [Task 29]
Progresso 4122000/5236609 [Task 98]
Progresso 4123000/5236609 [Task 34]
Progresso 4124000/5236609 [Task 103]
Progresso 4125000/5236609 [Task 39]
Progresso 4126000/5236609 [Task 108]
Progresso 4127000/5236609 [Task 44]
Progresso 4128000/5236609 [Task 113]
Progresso 4129000/5236609 [Task 49]
Progresso 4130000/5236609 [Task 118]
Progresso 4131000/5236609 [Task 54]
Progresso 4132000/5236609 [Task 123]
Progresso 4133000/5236609 [Task 59]
Progresso 4134000/5236609 [Task 128]
Progresso 4135000/5236609 [Task 64]
Progresso 4136000/5236609 [Task 133]
Progresso 4137000/5236609 [Task 69]
Progresso 4138000/5236609 [Task 5]
Progresso 4139000/5236609 [Task 74]
Progresso 4140000/5236609 [Task 10]
Progresso 4141000/5236609 [Task 79]
Progresso 4142000/5236609 [Task 15]
Progresso 4143000/5236609 [Task 84]
Progresso 4144000/5236609 [Task 20]
Progresso 4145000/5236609 [Task 89]
Progresso 4146000/5236609 [Task 25]
Progresso 4147000/5236609 [Task 94]
Progresso 4148000/5236609 [Task 30]
Progresso 4149000/5236609 [Task 99]
Progresso 4150000/5236609 [Task 35]
Progresso 4151000/5236609 [Task 104]
Progresso 4152000/5236609 [Task 40]
Progresso 4153000/5236609 [Task 109]
Progresso 4154000/5236609 [Task 45]
Progresso 4155000/5236609 [Task 114]
Progresso 4156000/5236609 [Task 50]
Progresso 4157000/5236609 [Task 119]
Progresso 4158000/5236609 [Task 55]
Progresso 4159000/5236609 [Task 124]
Progresso 4160000/5236609 [Task 60]
Progresso 4161000/5236609 [Task 129]
Progresso 4162000/5236609 [Task 65]
Progresso 4163000/5236609 [Task 134]
Progresso 4164000/5236609 [Task 70]
Progresso 4165000/5236609 [Task 6]
Progresso 4166000/5236609 [Task 75]
Progresso 4167000/5236609 [Task 11]
Progresso 4168000/5236609 [Task 80]
Progresso 4169000/5236609 [Task 16]
Progresso 4170000/5236609 [Task 85]
Progresso 4171000/5236609 [Task 21]
Progresso 4172000/5236609 [Task 90]
Progresso 4173000/5236609 [Task 26]
Progresso 4174000/5236609 [Task 95]
Progresso 4175000/5236609 [Task 31]
Progresso 4176000/5236609 [Task 100]
Progresso 4177000/5236609 [Task 36]
Progresso 4178000/5236609 [Task 105]
Progresso 4179000/5236609 [Task 41]
Progresso 4180000/5236609 [Task 110]
Progresso 4181000/5236609 [Task 46]
Progresso 4182000/5236609 [Task 115]
Progresso 4183000/5236609 [Task 51]
Progresso 4184000/5236609 [Task 120]
Progresso 4185000/5236609 [Task 56]
Progresso 4186000/5236609 [Task 125]
Progresso 4187000/5236609 [Task 61]
Progresso 4188000/5236609 [Task 130]
Progresso 4189000/5236609 [Task 66]
Progresso 4190000/5236609 [Task 2]
Progresso 4191000/5236609 [Task 71]
Progresso 4192000/5236609 [Task 7]
Progresso 4193000/5236609 [Task 76]
Progresso 4194000/5236609 [Task 12]
Progresso 4195000/5236609 [Task 81]
Progresso 4196000/5236609 [Task 17]
Progresso 4197000/5236609 [Task 86]
Progresso 4198000/5236609 [Task 22]
Progresso 4199000/5236609 [Task 91]
Progresso 4200000/5236609 [Task 27]
Progresso 4201000/5236609 [Task 96]
Progresso 4202000/5236609 [Task 32]
Progresso 4203000/5236609 [Task 101]
Progresso 4204000/5236609 [Task 37]
Progresso 4205000/5236609 [Task 106]
Progresso 4206000/5236609 [Task 42]
Progresso 4207000/5236609 [Task 111]
Progresso 4208000/5236609 [Task 47]
Progresso 4209000/5236609 [Task 116]
Progresso 4210000/5236609 [Task 52]
Progresso 4211000/5236609 [Task 121]
Progresso 4212000/5236609 [Task 57]
Progresso 4213000/5236609 [Task 126]
Progresso 4214000/5236609 [Task 62]
Progresso 4215000/5236609 [Task 131]
Progresso 4216000/5236609 [Task 67]
Progresso 4217000/5236609 [Task 3]
Progresso 4218000/5236609 [Task 72]
Progresso 4219000/5236609 [Task 8]
Progresso 4220000/5236609 [Task 77]
Progresso 4221000/5236609 [Task 13]
Progresso 4222000/5236609 [Task 82]
Progresso 4223000/5236609 [Task 18]
Progresso 4224000/5236609 [Task 87]
Progresso 4225000/5236609 [Task 23]
Progresso 4226000/5236609 [Task 92]
Progresso 4227000/5236609 [Task 28]
Progresso 4228000/5236609 [Task 97]
Progresso 4229000/5236609 [Task 33]
Progresso 4230000/5236609 [Task 102]
Progresso 4231000/5236609 [Task 38]
Progresso 4232000/5236609 [Task 107]
Progresso 4233000/5236609 [Task 43]
Progresso 4234000/5236609 [Task 112]
Progresso 4235000/5236609 [Task 48]
Progresso 4236000/5236609 [Task 117]
Progresso 4237000/5236609 [Task 53]
Progresso 4238000/5236609 [Task 122]
Progresso 4239000/5236609 [Task 58]
Progresso 4240000/5236609 [Task 127]
Progresso 4241000/5236609 [Task 63]
Progresso 4242000/5236609 [Task 132]
Progresso 4243000/5236609 [Task 68]
Progresso 4244000/5236609 [Task 4]
Progresso 4245000/5236609 [Task 73]
Progresso 4246000/5236609 [Task 9]
Progresso 4247000/5236609 [Task 78]
Progresso 4248000/5236609 [Task 14]
Progresso 4249000/5236609 [Task 83]
Progresso 4250000/5236609 [Task 19]
Progresso 4251000/5236609 [Task 88]
Progresso 4252000/5236609 [Task 24]
Progresso 4253000/5236609 [Task 93]
Progresso 4254000/5236609 [Task 29]
Progresso 4255000/5236609 [Task 98]
Progresso 4256000/5236609 [Task 34]
Progresso 4257000/5236609 [Task 103]
Progresso 4258000/5236609 [Task 39]
Progresso 4259000/5236609 [Task 108]
Progresso 4260000/5236609 [Task 44]
Progresso 4261000/5236609 [Task 113]
Progresso 4262000/5236609 [Task 49]
Progresso 4263000/5236609 [Task 118]
Progresso 4264000/5236609 [Task 54]
Progresso 4265000/5236609 [Task 123]
Progresso 4266000/5236609 [Task 59]
Progresso 4267000/5236609 [Task 128]
Progresso 4268000/5236609 [Task 64]
Progresso 4269000/5236609 [Task 133]
Progresso 4270000/5236609 [Task 69]
Progresso 4271000/5236609 [Task 5]
Progresso 4272000/5236609 [Task 74]
Progresso 4273000/5236609 [Task 10]
Progresso 4274000/5236609 [Task 79]
Progresso 4275000/5236609 [Task 15]
Progresso 4276000/5236609 [Task 84]
Progresso 4277000/5236609 [Task 20]
Progresso 4278000/5236609 [Task 89]
Progresso 4279000/5236609 [Task 25]
Progresso 4280000/5236609 [Task 94]
Progresso 4281000/5236609 [Task 30]
Progresso 4282000/5236609 [Task 99]
Progresso 4283000/5236609 [Task 35]
Progresso 4284000/5236609 [Task 104]
Progresso 4285000/5236609 [Task 40]
Progresso 4286000/5236609 [Task 109]
Progresso 4287000/5236609 [Task 45]
Progresso 4288000/5236609 [Task 114]
Progresso 4289000/5236609 [Task 50]
Progresso 4290000/5236609 [Task 119]
Progresso 4291000/5236609 [Task 55]
Progresso 4292000/5236609 [Task 124]
Progresso 4293000/5236609 [Task 60]
Progresso 4294000/5236609 [Task 129]
Progresso 4295000/5236609 [Task 65]
Progresso 4296000/5236609 [Task 134]
Progresso 4297000/5236609 [Task 70]
Progresso 4298000/5236609 [Task 6]
Progresso 4299000/5236609 [Task 75]
Progresso 4300000/5236609 [Task 11]
Progresso 4301000/5236609 [Task 80]
Progresso 4302000/5236609 [Task 16]
Progresso 4303000/5236609 [Task 85]
Progresso 4304000/5236609 [Task 21]
Progresso 4305000/5236609 [Task 90]
Progresso 4306000/5236609 [Task 26]
Progresso 4307000/5236609 [Task 95]
Progresso 4308000/5236609 [Task 31]
Progresso 4309000/5236609 [Task 100]
Progresso 4310000/5236609 [Task 36]
Progresso 4311000/5236609 [Task 105]
Progresso 4312000/5236609 [Task 41]
Progresso 4313000/5236609 [Task 110]
Progresso 4314000/5236609 [Task 46]
Progresso 4315000/5236609 [Task 115]
Progresso 4316000/5236609 [Task 51]
Progresso 4317000/5236609 [Task 120]
Progresso 4318000/5236609 [Task 56]
Progresso 4319000/5236609 [Task 125]
Progresso 4320000/5236609 [Task 61]
Progresso 4321000/5236609 [Task 130]
Progresso 4322000/5236609 [Task 66]
Progresso 4323000/5236609 [Task 2]
Progresso 4324000/5236609 [Task 71]
Progresso 4325000/5236609 [Task 7]
Progresso 4326000/5236609 [Task 76]
Progresso 4327000/5236609 [Task 12]
Progresso 4328000/5236609 [Task 81]
Progresso 4329000/5236609 [Task 17]
Progresso 4330000/5236609 [Task 86]
Progresso 4331000/5236609 [Task 22]
Progresso 4332000/5236609 [Task 91]
Progresso 4333000/5236609 [Task 27]
Progresso 4334000/5236609 [Task 96]
Progresso 4335000/5236609 [Task 32]
Progresso 4336000/5236609 [Task 101]
Progresso 4337000/5236609 [Task 37]
Progresso 4338000/5236609 [Task 106]
Progresso 4339000/5236609 [Task 42]
Progresso 4340000/5236609 [Task 111]
Progresso 4341000/5236609 [Task 47]
Progresso 4342000/5236609 [Task 116]
Progresso 4343000/5236609 [Task 52]
Progresso 4344000/5236609 [Task 121]
Progresso 4345000/5236609 [Task 57]
Progresso 4346000/5236609 [Task 126]
Progresso 4347000/5236609 [Task 62]
Progresso 4348000/5236609 [Task 131]
Progresso 4349000/5236609 [Task 67]
Progresso 4350000/5236609 [Task 3]
Progresso 4351000/5236609 [Task 72]
Progresso 4352000/5236609 [Task 8]
Progresso 4353000/5236609 [Task 77]
Progresso 4354000/5236609 [Task 13]
Progresso 4355000/5236609 [Task 82]
Progresso 4356000/5236609 [Task 18]
Progresso 4357000/5236609 [Task 87]
Progresso 4358000/5236609 [Task 23]
Progresso 4359000/5236609 [Task 92]
Progresso 4360000/5236609 [Task 28]
Progresso 4361000/5236609 [Task 97]
Progresso 4362000/5236609 [Task 33]
Progresso 4363000/5236609 [Task 102]
Progresso 4364000/5236609 [Task 38]
Progresso 4365000/5236609 [Task 107]
Progresso 4366000/5236609 [Task 43]
Progresso 4367000/5236609 [Task 112]
Progresso 4368000/5236609 [Task 48]
Progresso 4369000/5236609 [Task 117]
Progresso 4370000/5236609 [Task 53]
Progresso 4371000/5236609 [Task 122]
Progresso 4372000/5236609 [Task 58]
Progresso 4373000/5236609 [Task 127]
Progresso 4374000/5236609 [Task 63]
Progresso 4375000/5236609 [Task 132]
Progresso 4376000/5236609 [Task 68]
Progresso 4377000/5236609 [Task 4]
Progresso 4378000/5236609 [Task 73]
Progresso 4379000/5236609 [Task 9]
Progresso 4380000/5236609 [Task 78]
Progresso 4381000/5236609 [Task 14]
Progresso 4382000/5236609 [Task 83]
Progresso 4383000/5236609 [Task 19]
Progresso 4384000/5236609 [Task 88]
Progresso 4385000/5236609 [Task 24]
Progresso 4386000/5236609 [Task 93]
Progresso 4387000/5236609 [Task 29]
Progresso 4388000/5236609 [Task 98]
Progresso 4389000/5236609 [Task 34]
Progresso 4390000/5236609 [Task 103]
Progresso 4391000/5236609 [Task 39]
Progresso 4392000/5236609 [Task 108]
Progresso 4393000/5236609 [Task 44]
Progresso 4394000/5236609 [Task 113]
Progresso 4395000/5236609 [Task 49]
Progresso 4396000/5236609 [Task 118]
Progresso 4397000/5236609 [Task 54]
Progresso 4398000/5236609 [Task 123]
Progresso 4399000/5236609 [Task 59]
Progresso 4400000/5236609 [Task 128]
Progresso 4401000/5236609 [Task 64]
Progresso 4402000/5236609 [Task 133]
Progresso 4403000/5236609 [Task 69]
Progresso 4404000/5236609 [Task 5]
Progresso 4405000/5236609 [Task 74]
Progresso 4406000/5236609 [Task 10]
Progresso 4407000/5236609 [Task 79]
Progresso 4408000/5236609 [Task 15]
Progresso 4409000/5236609 [Task 84]
Progresso 4410000/5236609 [Task 20]
Progresso 4411000/5236609 [Task 89]
Progresso 4412000/5236609 [Task 25]
Progresso 4413000/5236609 [Task 94]
Progresso 4414000/5236609 [Task 30]
Progresso 4415000/5236609 [Task 99]
Progresso 4416000/5236609 [Task 35]
Progresso 4417000/5236609 [Task 104]
Progresso 4418000/5236609 [Task 40]
Progresso 4419000/5236609 [Task 109]
Progresso 4420000/5236609 [Task 45]
Progresso 4421000/5236609 [Task 114]
Progresso 4422000/5236609 [Task 50]
Progresso 4423000/5236609 [Task 119]
Progresso 4424000/5236609 [Task 55]
Progresso 4425000/5236609 [Task 124]
Progresso 4426000/5236609 [Task 60]
Progresso 4427000/5236609 [Task 129]
Progresso 4428000/5236609 [Task 65]
Progresso 4429000/5236609 [Task 134]
Progresso 4430000/5236609 [Task 70]
Progresso 4431000/5236609 [Task 6]
Progresso 4432000/5236609 [Task 75]
Progresso 4433000/5236609 [Task 11]
Progresso 4434000/5236609 [Task 80]
Progresso 4435000/5236609 [Task 16]
Progresso 4436000/5236609 [Task 85]
Progresso 4437000/5236609 [Task 21]
Progresso 4438000/5236609 [Task 90]
Progresso 4439000/5236609 [Task 26]
Progresso 4440000/5236609 [Task 95]
Progresso 4441000/5236609 [Task 31]
Progresso 4442000/5236609 [Task 100]
Progresso 4443000/5236609 [Task 36]
Progresso 4444000/5236609 [Task 105]
Progresso 4445000/5236609 [Task 41]
Progresso 4446000/5236609 [Task 110]
Progresso 4447000/5236609 [Task 46]
Progresso 4448000/5236609 [Task 115]
Progresso 4449000/5236609 [Task 51]
Progresso 4450000/5236609 [Task 120]
Progresso 4451000/5236609 [Task 56]
Progresso 4452000/5236609 [Task 125]
Progresso 4453000/5236609 [Task 61]
Progresso 4454000/5236609 [Task 130]
Progresso 4455000/5236609 [Task 66]
Progresso 4456000/5236609 [Task 2]
Progresso 4457000/5236609 [Task 71]
Progresso 4458000/5236609 [Task 7]
Progresso 4459000/5236609 [Task 76]
Progresso 4460000/5236609 [Task 12]
Progresso 4461000/5236609 [Task 81]
Progresso 4462000/5236609 [Task 17]
Progresso 4463000/5236609 [Task 86]
Progresso 4464000/5236609 [Task 22]
Progresso 4465000/5236609 [Task 91]
Progresso 4466000/5236609 [Task 27]
Progresso 4467000/5236609 [Task 96]
Progresso 4468000/5236609 [Task 32]
Progresso 4469000/5236609 [Task 101]
Progresso 4470000/5236609 [Task 37]
Progresso 4471000/5236609 [Task 106]
Progresso 4472000/5236609 [Task 42]
Progresso 4473000/5236609 [Task 111]
Progresso 4474000/5236609 [Task 47]
Progresso 4475000/5236609 [Task 116]
Progresso 4476000/5236609 [Task 52]
Progresso 4477000/5236609 [Task 121]
Progresso 4478000/5236609 [Task 57]
Progresso 4479000/5236609 [Task 126]
Progresso 4480000/5236609 [Task 62]
Progresso 4481000/5236609 [Task 131]
Progresso 4482000/5236609 [Task 67]
Progresso 4483000/5236609 [Task 3]
Progresso 4484000/5236609 [Task 72]
Progresso 4485000/5236609 [Task 8]
Progresso 4486000/5236609 [Task 77]
Progresso 4487000/5236609 [Task 13]
Progresso 4488000/5236609 [Task 82]
Progresso 4489000/5236609 [Task 18]
Progresso 4490000/5236609 [Task 87]
Progresso 4491000/5236609 [Task 23]
Progresso 4492000/5236609 [Task 92]
Progresso 4493000/5236609 [Task 28]
Progresso 4494000/5236609 [Task 97]
Progresso 4495000/5236609 [Task 33]
Progresso 4496000/5236609 [Task 102]
Progresso 4497000/5236609 [Task 38]
Progresso 4498000/5236609 [Task 107]
Progresso 4499000/5236609 [Task 43]
Progresso 4500000/5236609 [Task 112]
Progresso 4501000/5236609 [Task 48]
Progresso 4502000/5236609 [Task 117]
Progresso 4503000/5236609 [Task 53]
Progresso 4504000/5236609 [Task 122]
Progresso 4505000/5236609 [Task 58]
Progresso 4506000/5236609 [Task 127]
Progresso 4507000/5236609 [Task 63]
Progresso 4508000/5236609 [Task 132]
Progresso 4509000/5236609 [Task 68]
Progresso 4510000/5236609 [Task 4]
Progresso 4511000/5236609 [Task 73]
Progresso 4512000/5236609 [Task 9]
Progresso 4513000/5236609 [Task 78]
Progresso 4514000/5236609 [Task 14]
Progresso 4515000/5236609 [Task 83]
Progresso 4516000/5236609 [Task 19]
Progresso 4517000/5236609 [Task 88]
Progresso 4518000/5236609 [Task 24]
Progresso 4519000/5236609 [Task 93]
Progresso 4520000/5236609 [Task 29]
Progresso 4521000/5236609 [Task 98]
Progresso 4522000/5236609 [Task 34]
Progresso 4523000/5236609 [Task 103]
Progresso 4524000/5236609 [Task 39]
Progresso 4525000/5236609 [Task 108]
Progresso 4526000/5236609 [Task 44]
Progresso 4527000/5236609 [Task 113]
Progresso 4528000/5236609 [Task 49]
Progresso 4529000/5236609 [Task 118]
Progresso 4530000/5236609 [Task 54]
Progresso 4531000/5236609 [Task 123]
Progresso 4532000/5236609 [Task 59]
Progresso 4533000/5236609 [Task 128]
Progresso 4534000/5236609 [Task 64]
Progresso 4535000/5236609 [Task 133]
Progresso 4536000/5236609 [Task 69]
Progresso 4537000/5236609 [Task 5]
Progresso 4538000/5236609 [Task 74]
Progresso 4539000/5236609 [Task 10]
Progresso 4540000/5236609 [Task 79]
Progresso 4541000/5236609 [Task 15]
Progresso 4542000/5236609 [Task 84]
Progresso 4543000/5236609 [Task 20]
Progresso 4544000/5236609 [Task 89]
Progresso 4545000/5236609 [Task 25]
Progresso 4546000/5236609 [Task 94]
Progresso 4547000/5236609 [Task 30]
Progresso 4548000/5236609 [Task 99]
Progresso 4549000/5236609 [Task 35]
Progresso 4550000/5236609 [Task 104]
Progresso 4551000/5236609 [Task 40]
Progresso 4552000/5236609 [Task 109]
Progresso 4553000/5236609 [Task 45]
Progresso 4554000/5236609 [Task 114]
Progresso 4555000/5236609 [Task 50]
Progresso 4556000/5236609 [Task 119]
Progresso 4557000/5236609 [Task 55]
Progresso 4558000/5236609 [Task 124]
Progresso 4559000/5236609 [Task 60]
Progresso 4560000/5236609 [Task 129]
Progresso 4561000/5236609 [Task 65]
Progresso 4562000/5236609 [Task 134]
Progresso 4563000/5236609 [Task 70]
Progresso 4564000/5236609 [Task 6]
Progresso 4565000/5236609 [Task 75]
Progresso 4566000/5236609 [Task 11]
Progresso 4567000/5236609 [Task 80]
Progresso 4568000/5236609 [Task 16]
Progresso 4569000/5236609 [Task 85]
Progresso 4570000/5236609 [Task 21]
Progresso 4571000/5236609 [Task 90]
Progresso 4572000/5236609 [Task 26]
Progresso 4573000/5236609 [Task 95]
Progresso 4574000/5236609 [Task 31]
Progresso 4575000/5236609 [Task 100]
Progresso 4576000/5236609 [Task 36]
Progresso 4577000/5236609 [Task 105]
Progresso 4578000/5236609 [Task 41]
Progresso 4579000/5236609 [Task 110]
Progresso 4580000/5236609 [Task 46]
Progresso 4581000/5236609 [Task 115]
Progresso 4582000/5236609 [Task 51]
Progresso 4583000/5236609 [Task 120]
Progresso 4584000/5236609 [Task 56]
Progresso 4585000/5236609 [Task 125]
Progresso 4586000/5236609 [Task 61]
Progresso 4587000/5236609 [Task 130]
Progresso 4588000/5236609 [Task 66]
Progresso 4589000/5236609 [Task 2]
Progresso 4590000/5236609 [Task 71]
Progresso 4591000/5236609 [Task 7]
Progresso 4592000/5236609 [Task 76]
Progresso 4593000/5236609 [Task 12]
Progresso 4594000/5236609 [Task 81]
Progresso 4595000/5236609 [Task 17]
Progresso 4596000/5236609 [Task 86]
Progresso 4597000/5236609 [Task 22]
Progresso 4598000/5236609 [Task 91]
Progresso 4599000/5236609 [Task 27]
Progresso 4600000/5236609 [Task 96]
Progresso 4601000/5236609 [Task 32]
Progresso 4602000/5236609 [Task 101]
Progresso 4603000/5236609 [Task 37]
Progresso 4604000/5236609 [Task 106]
Progresso 4605000/5236609 [Task 42]
Progresso 4606000/5236609 [Task 111]
Progresso 4607000/5236609 [Task 47]
Progresso 4608000/5236609 [Task 116]
Progresso 4609000/5236609 [Task 52]
Progresso 4610000/5236609 [Task 121]
Progresso 4611000/5236609 [Task 57]
Progresso 4612000/5236609 [Task 126]
Progresso 4613000/5236609 [Task 62]
Progresso 4614000/5236609 [Task 131]
Progresso 4615000/5236609 [Task 67]
Progresso 4616000/5236609 [Task 3]
Progresso 4617000/5236609 [Task 72]
Progresso 4618000/5236609 [Task 8]
Progresso 4619000/5236609 [Task 77]
Progresso 4620000/5236609 [Task 13]
Progresso 4621000/5236609 [Task 82]
Progresso 4622000/5236609 [Task 18]
Progresso 4623000/5236609 [Task 87]
Progresso 4624000/5236609 [Task 23]
Progresso 4625000/5236609 [Task 92]
Progresso 4626000/5236609 [Task 28]
Progresso 4627000/5236609 [Task 97]
Progresso 4628000/5236609 [Task 33]
Progresso 4629000/5236609 [Task 102]
Progresso 4630000/5236609 [Task 38]
Progresso 4631000/5236609 [Task 107]
Progresso 4632000/5236609 [Task 43]
Progresso 4633000/5236609 [Task 112]
Progresso 4634000/5236609 [Task 48]
Progresso 4635000/5236609 [Task 117]
Progresso 4636000/5236609 [Task 53]
Progresso 4637000/5236609 [Task 122]
Progresso 4638000/5236609 [Task 58]
Progresso 4639000/5236609 [Task 127]
Progresso 4640000/5236609 [Task 63]
Progresso 4641000/5236609 [Task 132]
Progresso 4642000/5236609 [Task 68]
Progresso 4643000/5236609 [Task 4]
Progresso 4644000/5236609 [Task 73]
Progresso 4645000/5236609 [Task 9]
Progresso 4646000/5236609 [Task 78]
Progresso 4647000/5236609 [Task 14]
Progresso 4648000/5236609 [Task 83]
Progresso 4649000/5236609 [Task 19]
Progresso 4650000/5236609 [Task 88]
Progresso 4651000/5236609 [Task 24]
Progresso 4652000/5236609 [Task 93]
Progresso 4653000/5236609 [Task 29]
Progresso 4654000/5236609 [Task 98]
Progresso 4655000/5236609 [Task 34]
Progresso 4656000/5236609 [Task 103]
Progresso 4657000/5236609 [Task 39]
Progresso 4658000/5236609 [Task 108]
Progresso 4659000/5236609 [Task 44]
Progresso 4660000/5236609 [Task 113]
Progresso 4661000/5236609 [Task 49]
Progresso 4662000/5236609 [Task 118]
Progresso 4663000/5236609 [Task 54]
Progresso 4664000/5236609 [Task 123]
Progresso 4665000/5236609 [Task 59]
Progresso 4666000/5236609 [Task 128]
Progresso 4667000/5236609 [Task 64]
Progresso 4668000/5236609 [Task 133]
Progresso 4669000/5236609 [Task 69]
Progresso 4670000/5236609 [Task 5]
Progresso 4671000/5236609 [Task 74]
Progresso 4672000/5236609 [Task 10]
Progresso 4673000/5236609 [Task 79]
Progresso 4674000/5236609 [Task 15]
Progresso 4675000/5236609 [Task 84]
Progresso 4676000/5236609 [Task 20]
Progresso 4677000/5236609 [Task 89]
Progresso 4678000/5236609 [Task 25]
Progresso 4679000/5236609 [Task 94]
Progresso 4680000/5236609 [Task 30]
Progresso 4681000/5236609 [Task 99]
Progresso 4682000/5236609 [Task 35]
Progresso 4683000/5236609 [Task 104]
Progresso 4684000/5236609 [Task 40]
Progresso 4685000/5236609 [Task 109]
Progresso 4686000/5236609 [Task 45]
Progresso 4687000/5236609 [Task 114]
Progresso 4688000/5236609 [Task 50]
Progresso 4689000/5236609 [Task 119]
Progresso 4690000/5236609 [Task 55]
Progresso 4691000/5236609 [Task 124]
Progresso 4692000/5236609 [Task 60]
Progresso 4693000/5236609 [Task 129]
Progresso 4694000/5236609 [Task 65]
Progresso 4695000/5236609 [Task 134]
Progresso 4696000/5236609 [Task 70]
Progresso 4697000/5236609 [Task 6]
Progresso 4698000/5236609 [Task 75]
Progresso 4699000/5236609 [Task 11]
Progresso 4700000/5236609 [Task 80]
Progresso 4701000/5236609 [Task 16]
Progresso 4702000/5236609 [Task 85]
Progresso 4703000/5236609 [Task 21]
Progresso 4704000/5236609 [Task 90]
Progresso 4705000/5236609 [Task 26]
Progresso 4706000/5236609 [Task 95]
Progresso 4707000/5236609 [Task 31]
Progresso 4708000/5236609 [Task 100]
Progresso 4709000/5236609 [Task 36]
Progresso 4710000/5236609 [Task 105]
Progresso 4711000/5236609 [Task 41]
Progresso 4712000/5236609 [Task 110]
Progresso 4713000/5236609 [Task 46]
Progresso 4714000/5236609 [Task 115]
